urn	text	simile	signs
urn:cts:greekLit:tlg5026.msA.hmt:18.148	πολλα μαλ' ουκ εθελουσα .	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.148	ουχ οτι μετεβαλλετο αλλα προειδυια τα μελλοντα εσεσθαι τῳ γαμῳ δυσχερη απηρνειτο την συζευξιν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.149	κειται ενι μεγαροισ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.149	στικτεον επι το νυν και απ αλλης αρχης αναγνωστεον το διηγημα υιον επει μοι δωκεν , ως κακει . κουρην ην αρα μοι ο δε λογος αλλα δε μοι νυν εστι λειποντος του ρηματος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.150	τον μεν εγω ,	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.150	οτι καθ Ομηρον η Θετις εθρεψε τον Αχιλλεα ου Χειρων ως οι νεωτεροι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.151	κουρην ην αρα οι	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:18.151	αθετουνται στιχοι ιγ , οτι συνηγαγε τις τα δια πολλων ειρημενα ως ενα τοπον ως εκεινα ῳχομεθ' ες Θηβην ιερην πο πολιν δια δε των εξης επιδεικνυσιν οτι τε ο Πατροκλος τελευτησας απωλεσε τα οπλα και παρεστιν ετερα ληψομενη , δια μεντοι τουτων ουδεν αναγκαιον λεγεται και ψευδος περιεχουσιν ου γαρ ταις λιταις πεισθεις Οδυσσεως και Αιαντ  εξεπεμψε τον Πατροκλον αλλ' υστερον , εκουσιως ο Πατροκλος κατελεησας την φθοραν των Ελληνων ϊκετευσε δοθηναι αυτω του Αχι  τα οπλα ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:18.152	τουνεκα νυν τα σα·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.152	μετριως πανυ ως χαριν αιτουμενη και ουκ οφειλομενην απαιτουσα .	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.153	υιει εμ' ωκυμορω·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.153	ου διαλειπει τουτο προβαλλομενη ως και προς τον Δια τιμησον μοι υιον ως ωκυμορωτατος αλλων επλετο · το δε εμ ωκυμορῳ εξω του ϊ συνθεκτελιπται γαρ τῳ ῳ το ϊ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.154	και θωρηχ' ο γαρ ην οῑ .	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.154	οτι καταλληλως ειρηκεν ο γαρ ην αυτῳ αντι του ον γαρ ειχεν και οτι οι ηθετημενοι περισσοι υποστικτεον δε μετα το οι · το γαρ ο αντι υποτακτικου κειται το ος · ος γαρ ην αυτῳ , τουτον απωλεσεν ο εταιρος λειπει γαρ το τοιουτον της αναφορας επι τον θωρακα ουκ επι τον Πατροκλον ουσης ως ῳηθησαν τινες  ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.155	Τρωσι δαμεις .	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.155	οτι ει προειρηκει οτι Πατροκλος ανῃρηται ουκ αν εκ δευτερου ελεγεν και οτι Τρωσιν αντι του υπο Τρωων ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.156	αι γαρ μιν θανατοιο⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.156	διασταλτεον επι το ϊκανοι το γαρ ος κυριως κειται επιφερομενον ο δε λογος ειθε γαρ αυτον και του θανατου δυναιμην απαλλαξαι ως καλλιστα οπλα εχει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.157	ανων  πολεων⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.157	συμμετρως τῃ υποσχεσει περι μεν γαρ της ευεργεσιας Θετιδος τοσαυτα εξετεινεν ηλθεν ην αυτος αποδιδωσι μετριως τον λογον εποιησατο  ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.158	παντοιην ευπρηστον .	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.158	δια του ς ευπρηστον τινες δια του κ και ακουουσι προς πραξιν ευαρμοστον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.159	πυραγρην⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.159	τον χαλκευτικον καρκινον τον οξυλαβον παρα το τα εκ πυρος αγρευειν ο εστι λαμβανειν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.160	ραιστηρα⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.160	σφοιραν σιδηραν παρα το ραιζειν ο εστιν ενεργειν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.161	ποιει δε πρωτιστα σακοσ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.161	δια τι μαχαιραν ο Ηφαιστος ου κατασκευαζει⁚ οτι η μαχαιρα παντι αρμοζει· το γαρ σκευος ευκτητον το δε δορυ υπεξῃρηται δι' ετεραν αιτιαν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.162	‡ εν μεν γαιαν⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.162	οτ  Ζηνοδοτ  ηθετηκεν απο τουτου του στιχου τα λοιπα αρκεσθεις τῃ κεφαλαιωδει προεκθεσει· Ομρ  δε ουκ αν προ ετραγωδησεν τα κατ  τας φυσας ει μη και την της ποικιλιας κατασκευην εμελλε διατιθεσθαι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.163	σεληνην τε πληθουσαν⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.163	την οιον πεπληρωμενην και εγκυμονα του ηλιακου φωτος λεγει δε την παρα σεληνον · ειρηται δε σεληνη οιον ει σελας νεον . ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.164	Πληϊαδας θ'⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.164	επτα αστερες κειμενοι επι τῃ ουρα του Ταρου μαλλον δε επι του χοτομηματος αυτου . ο γαρ Ταυρος σωος ουκ ανηστερισται αλλ' εως των ισχιων αυται δε εισιν Ατλαντος και Πληϊονης θυγατερες ων τα ονοματα· Μαια · Ταυγετη · Κελαινω · Μηρωπη Ηλεκτρα Στεροπη · Αλκυονη · Ατλας δε εις των Γιγαντων μιγεις Πληϊονη · τη Ωκεανου εσχεν θυγατερας ζ · αι την παρθνειαν  αγαπησασαι συνεκυνηγουν τῃ Αρτεμιδι θεασαμενος δε Ωριων ηρασθη και εδιωκε μιγηναι βουλομενοσ· αι δε πεκατληπτοι  γενομεναι θεοις ηυξαντο μεταβαλειν φυσιν· Ζευς δε ελεησας αυτας και δια των αρκτων κατηστερισεν · ωνομασθησαν δε Πληϊαδες Πληϊονης της μρς  αυτων· φασι δε Ηλεκτραν βουλομενην την Ιλιου πορθησιν θεασασθαι δια το κτισμα των απογονων καταλιπειν των  τοπων ου κατηστεριστο . δι οπερ ουσας προτερον επτα γενεσθαι εξ η ϊστορια παρα τοις Κυκλικοις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.165	Υαδας τε⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.165	οι επι των κερατων του Ταυρου επτα αστερες κειμενοι· καλουνται δε Υαδες ητοι δια την προς το Υ στοιχειον ομοιοτητα η επειδη αιτιοι ομβρων και υετων καθ ιστανται ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.166	Ζευς εκ του μηρου γεννηθεντα Διονυσον ταις Δωδωνισι νυμφαις τρεφειν εδωκεν . Αμβροσια Κορωνιδῃ Ευδωρῃ Διωνῃ Αισυλῃ Πολυξοι αυται θρεψασαι τον Διονυσον περιεσαν συν αυτῳ την ευρεθεισα αμπελον υπο του θυ  τοις ανοις  χαριζομεναι· Λυκουργος δε μεχρι της θαλασσης συνεδιωξε τον Διονυσον εκεινας δε ο Ζευς ελεησας κατηστερισεν· η ιστορια παρα Φερεκυδ  ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.167	Πηληϊαδας θ' Υαδας τε⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.167	τας μεν κατηστερισμενας εν τω μετωπου του Ταυρου Υαδας φασιν ειρησθαι του δε επι της ημιτομου πλευρας Πληϊαδας  καλεισθαι· Ατλαντα γαρ τον Ιαπετου · και Αιθερας της Ωκεανου καθα φησι θυγατερες δωδεκα και υιος Υιας · τουτον εν Λιβυη κυνηγουντα οφις κτεινει· και αι μεν πεντε τον αδελφον θρηνουσαι απολλυνται⁚ τας δε λοιπας δι οικτον καταστερισας Ζευς , Υαδας επωνομασας επῳνυμια του αδε  · αι δε πλειους ζ βραδεως μεν πλην αποθανουσαι Πληϊαδας ειρηνται· Φερεκυδης δε καθα προειρηται τας Υαδας . Δωδωνιδας νυμφας φησιν ειναι και Διονυσου τροφους ας παρακαταθεσθαι τον Διονυσον Ϊνοι δια τον Ηρας φοβον· καθ ον καιρον αυτας και Λυκουργος εδιωξεν των δε Πληϊαδων ουσων επτα πανυ αμαυρος εβδομος αστηρ εστιν ως μεν Αρατος εν τῳ προς θεοπροπον επικηδιω φησιν  Τρῳας πορθουμενης την Δανου  μρα  Ηλεκτραν μιαν ουσαν των Πλειαδων φυγειν τε την των αδελφων συνοδ  και τας κομας λυσασαν ενιοτε κομητην αστερα φαινεσθαι φησι δε και Ελλανικος εν τῳ πρωτῳ των Ατλαντικων · τας μεν εξ θεοις συνελθειν Ταυγετην , Διϊ ων γενεσθαι Λακεδαιμονα · Μαιαν Διϊ αφ ων Ερμης . Ηλεκτραν Διϊ ων Δαρδανος · Αλκυονην Ποσειδων Κελαινω Ποσειδωνι ων Λυκων Στεροπην Αρει ον Οινομαον Μεροπην δε Σισυφῳ θνητῳ οντι ων Γλαυκον διο και αμαυρον ειναι Υαδες δε εϊρηνται ητοι παρα το σχημ  της των αστερων θεσεως τῳ γαρ Υ στοιχειω παραπλησιον εστιν . η επει ανατελλουσων αυτων και δυνουσων υει ο Ζευς · αι δε Πλειαδες ητοι απο της μρς  αυτων Πληϊονης · η οτι πλειους ομου κατα μιαν συναγωγην εισι βοτρυν γαρ αυτας λεγουσιν η οτι μεν πλειους και επτα δοκουσιν επι δε της αληθειας ελαττους εισιν η Πλησιαδας πλησιον γαρ κεινται . η οτι πλειους δι αυτας αι των ωρων επισημασιαι η οτι πλειωνος ο εστιν ενιαυτου σημαντικαι χειμωνα γαρ και θερος διοριζουσι καθο επιφερονται και δια μονων αυτων σημειουνται τας εωας επιτολας προς θερος και τας εσπεριους προς αροτρον ως Ησιοδος Πληϊαδων Ατληγενεων επιτελλομεναων . αρχεσθ' αμητοιο· αροτροιο δε δυσομεναων . τας δε Ατλαντας ατυχιασ· κλαιουσας αυτας κατστερισθηναι καταστερισθηναι φησιν ο Αισχυλος · Πλειαδων δε ανατολην εωαν ηλιου οντος εν διδυμοις . δυσις δε εωα κατ  τον διαμετρον ηλιου οντος Σκορπιῳ · Ταυρου δε οντος ηλιῳ κατ  το εικος εκατερωθι επιφασις γινεται· και γαρ τον προ ανατελλοντα κριον επι πεντε ημερας προκαταλαμπει καταρχας εγγυς ων αυτου και τους προ ανατελλοντας διδυμους επ αλλας ημερας πεντε ωσπερ το εν τινι καιομενον πυρ θερμης απορροιαν εχει βραχειαν και προς τους εκατερωθεν . δια τουτο και Ησιοδος εφη· αι δη τοι νυκτας τε και ηματα τεσσαρακοντα κεκρυφαται . δι οτι καταγαζονται ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.168	το τε σθενος Ωριωνος ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.168	περιφραστικως τον Ωριωνα , ο δε Ωριων εστιν αστρον μεγιστον εν τῳ ουνω  κατηστερισμενον ουτως Διος Ποσειδωνος και Ερμου παις . Υριευς ο Ποσειδωνος και Αλκυονης μιας των Ατλαντος θυγατερων ῳκει μεν εν Ταναγρᾳ της Βοιωτιας φιλοξενωτατος δε γενωμενος υπεδεξατο ποτε και θεους . Ζευς γαρ και Ποσειδων και Ερμης επιξενωθεντες αυτῳ και την φιλοφροσυνην αποδεξαμενοι παρῃνεσαν αιτειν οτι αν βουλοιτο· ο δε ατεκνος ων ητησατο παιδα· λαβοντες ουν οι θεοι την του ιερουργηθεντος αυτοις βοος βυρσαν απεσπερμηναν εις αυτην και εκελευσαν κρυψαι καταγην και μετα δεκα μηνας ανελεσθαι . ων διελθοντων εγενετο ο ουριων ουτ  ονομασθεις δια το ουρησαι ωσπερ τους θεους επειτα κατ ευφημισμον Ωριων συγκονηγετων δε ουτος Αρτεμιδι επεχειρισεν αυτην βιασασθαι· οργισθεισα δε η θεος ανεδωκεν εκ της γης σκορπιον . ος αυτον πληξας κατ  τον αστραγαλον απεκτεινε . Ζευς δε συμπαθησας κατηστερισεν αυτον διο του Σκορπιου ανατελλοντος Ωριων δυνει η ϊστορια παρα Ευφοριωνι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.169	Αρκτον θ' ην και Αμαξαν	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.169	εις ιδιοτητ  Αμαξαν εψιλωσαν οι προ ημων επει η συναλιφη ουτως ευρεθη τιλλεσθην επ αμαξαι και αι δ' υπ αμαξησιν ωσπερ και το αλυσις εκ του εναντιου εδασυνθη εις ιδιοτητα· Αττικοι μεντοι οι νεωτεροι την αμαξαν δασυνουσιν ϊσως δια τον σχηματισμον και δια το φιληδειν τῃ δασειᾳ ενθεν παρ αυτοις και η συναλιφη δια δα  καθημαξευμενα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.170	αρκτοι δυο δεικνυνται εν τῳ βορειῳ κλιματι αυτη τε η μεγαλη η καλουμενη και Αμαξα δια το εις αμαξης τυπον κατηστερισθαι· και η εγγυς εκεινης η μικρα η Κυνοσουρα καλουμενη δια το ως κυνος εχειν ανακεκλασμενην την ουραν ης Ομηρος μεμνηται ως υστερον ευρεθεισης υπο Θαλους του Μιλησιου ενος των επτα σοφων·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.171	Ζευς , Καλλιστους της Λυκαονος ερασθεις εμισγετο αυτῃ λανθανων Ηραν . επιγνουσα δε η θεος μετεβαλεν αυτην εις αρκτον . και ως θηριον Αρτεμιδι προσεταξε τοξευσαι· Ζευς δε εις ουνον  αυτην αναγαγων πρωτην κατηστερισεν· η ϊστορια παρα Καλλιμαχῳ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.172	η τ' αυτου στρεφετ  ⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.172	ητις περι τον αρκτικον και αει φανερον καλουμενον κυκλον ητοι πωλον στρεφεται και επιτηρει τον Ωριωνα νευουσα εις αυτον ως κυνηγετην· βλεπει γαρ η μεγαλη αρκτος προς το του Ωριωνος αστρον· πολοι δε καλουνται τα ακρα του αξωνος περι α αποτελειται και στρεφεται ο κοσμος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.173	οιη δ' αμμορος εστ  , αντι του μονη ου δυνει εις τον Ωκεανον . αι γαρ αρκτοι ου δυνουσιν ουσαι εν τῳ αει φανερῳ αι εισιν αμφοτεραι του απαντων καλουμενου πολου αρκτικαι· μονη ουν δηλον οτι των κατηστερισμενων αμοιρος εστι των Ωκεανου ρειθρων . και ου καταδυεται επει τοι και αλλα τινα . αειφανη οσα ο αρκτικος αποτεμνεται κυκλος . εστι δε η τε Κυνοσουρα καλουμενη η αρκτος και ο δι αμφοτερων των αρκτων δρακων και η χειρ του Βοωτου · μεχρη τε του Κιφεως τα απο ϊξυως εως ποδων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.174	εν δε δυω ποιησε πο  · τινες δε εισιν αι δυο πολεισ· Αγαλλιας ο Κερκυραιος . Αριστοφανει γνωριμος ειπεν τας δυο πο  , ειναι Αθηνας και Ελευσινα κατσκευαζων  ουτως · την μεν προτεραν επει κατ  γενεσιν του κοσμου πρωτ  πολις αι Αθηναι κατ  δε την φυσιν των στοιχιων ο θς  την πο  τειχοποιει επιφερει δε γαμους και υμεναιους εν Αθηναις ταυτα γαρ πρωτον ηχθη . αυλους τε εν τοις γαμοις , ευρεν Αθηνα δικην τε εν τη πο  . παρα γαρ Αθηναιοις πρωτον εγενετο δικαστηριον επι Αλιρροθιω το Ποσειδωνος · οι δε δικασται Αθηνῃσι μισθον λαμβανουσι και δια τουτ  λεγει κεισθαι εν μεσῳ χρυσου δυο ταλαντα· την δε ετεραν πο  ουσαν την Ελευσινα πτολεμον δε εσχον Αθηναιοι προς Ελευσινας ον αυτοις επολεμησεν Ευμολπος ο Ποσειδωνος βοηθοι τε αυτης εισιν Αρης τε και Αθηνα . ο μεν γαρ χαρεις αποδιδους οτι απελυθη κριθεις εν Αρειῳ παγῳ· η δε οτι της πο  ως οικειας εκηδετο και τα επαγομενα δε ιδια Ελευσινος ευρια τριπολος επει περ Ελευσινι πρωτον καρπους δη μητηρ εδωκεν . η δε σταφυλῃσι μεγα βριθουσαν αλῳην επι Ϊκαριῳ και Διονυσῳ πορεια· ο δε ποικιλλομενος χωρος Αριαδνης και Θησεως εχει πραξεις ϊδιος δε και ο τεχνιτης των Αθηνων Ηφαιστος . Εριχθωνιῳ γαρ τῳ υιῳ χαριζομενος βασιλευοντι των Αθηνων την τοι αυτων κατασκευην παρεισηγαγε τον Αρειον παγον ερμηνευει τον ϊερον κυκλον οι δε δικασται Αθηνων · δια ποιαν δε αετιαν μονος ο Ωκεανος ποταμος ου παρεστι τῃ εκκλησιᾳ των θεων· ρητεον δε οτι επει συνεκτικον εχει το του κοσμου ρευμα· φησι γαρ Ωκεανος ῳ πασα περιρρυτ  ενδεδεται χθων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.175	πολυς δ' υμεναιος ,	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.175	εξηπτο διεγηγερτο πλειστη γαμηλιος ωδη . τον δε υμεναιον ετυμολογουσιν οι μεν απο του μαιειν ομου τον νυμφιον και την νυμφιον · αλλοι δε φυσικως επει υμειν εστιν ο ρηγνυμενος εν τη τον παρθενων δια κορησει . οι δε οτι Υμεναιος τις Αργειος παραπλεων τας Αθηνας κατελαβεν Αττικας παρθενους ασπαζομενας υπο Πελασγων τινων αις επιφανεις αιτιος εγενετο του μη βιασθηναι· αποδιωξας τους Πελασγους . δια τουτο ουν αι νομιμως γαμουμεναι ως επι καλουμεναι αυτον υμνον τινα ελεγον εις αυτον ον εκαλουν υμεναιον . ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.176	ενθαδε νεικος ορωρει	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.176	εφιλονεικουν ημφισβητουν δικαστηριον γαρ εισαγει δυο τινων ανδρων ο μεν εισκαλουμενος εδωκει λυτρα  αποδεδωκεναι υπερ του πεφονευμενου επιτιμια· ο δε εγκαλων ελεγε μηδεν ειληφεναι δυο δε ταλαντ  χρυσιου κατεθεντο , ωστε τον αποδειξαντ  το αληθσε λαβειν αμφοτερα ποινης ουν λεγει της καλουμενης παρα τοις Αττικοις υποφονιων α εδιδωσαν τοις οικειοις των ανηρημενων οι ανελοντες · λεγεται δε και κοινως πασα αντεκτισις ποινη ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.177	επι ϊστορι⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.177	μαρτυρι η κριτῃ απο του ειδω εισω ιστωρ ελλειψαντος του ε επει τῳ ϊ το στ επεφερετο ως εν τῳ ιστῳ ιστιον ιστημι οθεν και δασυνεται επει το ϊ προ του στ μονου δασυνεται προσκειται το στ μονου επει το Ϊστρος ψιλουται ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.178	‡ τοισιν επειτ' ηϊσσον	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.178	οτι και οι δημηγορουντες και οι δικαζοντες σκηπτρα ελαμβανον και εν · στη δε μεσῃ αγορῃ σκηπτρον δεοι εμβαλε χειρι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.179	επειτ' ηϊσσον⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.179	ητοι εξωρμων συν τοις σκηπτροις αλλος εν αλλο τοπῳ· η αρισταμενοι εφερον την ψηφον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.180	αμοιβηδις δε δικαζον	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.180	ητοι εκ διαδοχης οι δικασται εκαθεζοντ  παρα μερος το εν πραγμα δικαζοντες και εκαστος το καθ εαυτον εν μερει απεφαινετο· το δε αμοιβηδις , κατ οξειαν τασιν· ειρηται δε περι των εις δις ληγοντων ρηματων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.181	κειτο δ αρ εν μεσοισι	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.181	ητοι τοσουτον δικαστικον υπιχνουντο . αλλ επει απιθανον εστιν αμεινον κατα των κρινομενων τῳ φανεντι ψευδομενῳ επικλασαι δυο ταλαντα , επιδουναι τῳ τα ιθυντα ειποντι ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.182	την δ' ετερην πο  ⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.182	εν στρατευμα νοητεον εις δυο διῃρημενον πολιορκια γαρ ην και ου παιδια η μαχη . η δυο στρατους τον εν τῃ πο  και τον επελθοντα φησιν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.183	διχα δε σφιν ινδανε βουλῃ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.183	σημειουνται οτι οι επιστρατευσαντες πο  τινι και μετα σπονδων απαλλασσομενοι· ελαμβανον παρα των πολεμουμενων το ημισυ των εν τη πο  κτηουματων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.184	κτησιν οσην⁚	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.184	προς το αρχαιον εθος οτι οι πολιορκουμενοι εξιστασαν τους πολεμιους επιμεριζομενοι τα κτηματα ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.185	τειχος μεν ρ' αλοχοι τε φιλαι και νηπ  τεκνα ρυατ' εφεσταωτος ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.185	Παρμενισκος τοις εξης συναπτει το εφεσταοτες επει σολοικοφανες φησι τεκνα εφεσταοτες και αλοχοι· ει δε εν τοις τεκνοις εισι και α αρρενες τι κωλυει προς το σημαινομενον αυτον απηντηκεναι , ως και επ αλλων μυριων . νεφελη δε μιν αμφιβεβηκε το μεν ου ποτ' ερωει νωμησε βων το μοι εστιν ουτως και ενθαδε εσταοτες παιδες ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.186	το εφεσταοτες προς το ανερες και δυναται παραπλησιον τι τῳ Αλκμανικῳ πεπονθεναι σχηματ  ενθα μεν εις Αχεροντα Πυριφλεγεθον τε ρεουσι Κωκυτος θ η δε κ' Αρης αρχωσι μαχης · διαφε  δε του Αλκμανικου  . η εκεινο μεν τοις κατ αριθμον σχημασιν υποπιπτει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.187	τουτο δε τοις παρα γενος υπερβατῳ· δε αμφοτεροι λυεται ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.188	αμφις αριζηλω λαοι δ' υπ ολιζονες ησαν·	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.188	προπαροξυτονητεον προδηλον κακ του παρακειμενου ουδετερου ουδεν ολιζον εξομαι ειγε ομοτονει τοις ουδετεροις αει τα αρσενικα κατ  το τελος κατ  την ημετεραν διαλεκτον ενος αντικειμενου του εν δια το μη δυνασθαι περισπωμε  επι βραχειας ειναι τα δε παραδειγματα αφθονα επι πασης κτληξεως  εχουσης παρασχηματισμον ουδετερου μελας μελαν ταλας ταλαν πας παν ευμηκης ευμηκες ταχυς ταχυ · φιλος φιλον . σωφρων σωφρον οθεν ει ουτως ανεγνωμεν ουδεν ολιζον εξομεν και το ολιζων βαρυνειν οφειλομεν και γαρ ουδεποτε τοις εις ων οξυνομενοις ονομασι παρακειται ουδετερου παρασχηματισμος τοις μεντοι βαρυνομενοις σωφρον τλημον ει δε παρακειται το ολιζον δηλονοτι και το αρσενικον βαρυνεται· εσχηματισται δε συγκριτικως κατα παθος παρα γαρ το ολιγωτερος κατ  δευτερον τυπον το ολιγιων μη ειρημενον συγκριτικως υπερθετικως δε εν τῳ ολιγιστος εξεπϊπτε τριτος τυπος ο δια δυο σς ολισσων τα δε δυο σς μετεπεσεν εις το και απετελεσθη το ολιζον ουτως ουν εσσχηματισαμεν και το μειζον λεγω δε κατ  την αυτην τροπην των στοιχειων ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.189	αρδμοσ⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.189	εκτατεον την πρωτην συλλαβην του αρδμος · επει και το αρδω εχει εκτεινομενον το α τον νουν ιν' αρδω και λεγω τι δεξιον · ουχ οσα μεντοι εν ρημασιν εκτασιν εχει και εν ονομασιν παρα γαρ το ασσω και κατασσω και μελλοντα τον αξω και προστακτικον το αξον δη εγχος Διομηδεος η αξινη συστελλε  το α , παρα τε το αρω και αρωμαι εκτεινομεν ονομα Αρην · πισσοκονιας αρην Κρατινος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.190	τερπομενοι συριγξι	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.190	ητοι επει ανυποπτον ην το εν τῳ πολεμῳ λοχαν η και δια την τερψιν των συριγγων ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.191	ειραων προπαροιθε⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.191	οτι ειρας λεγει τας αγορας σχηματιζων απο του ειρειν ο εστι λεγειν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.192	δαφοινεον·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.192	οξυνεται επι γαρ των εις ος ονοματων ο πλεονασμος του ε φυλασσει την επι τελους οξειαν· κενος κενεος αδελφος αδελφεος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.193	νεκρους τ' αλληλων⁚	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.193	οτι επι των τοιουτων τοπων οι γλωσσογραφοι νεκρους τους νεους υπελαβον λεγεσθαι ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.194	νειον⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.194	την λεγομενην νεατον ο εστιν ο εστιν ηροτριασμενην απαλην και διακεχυμενην· ως γαρ νεα φαινεται η τοιαυτη ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.195	τελεον ϊκεσθαι⁚	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.195	βαρυτονως ως μετρον εγενετο δε παρα το τελος εν υπερθεσει του ς και προσοδῳ του ν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.196	η δε μελαινετ' οπισθεν·	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.196	κατα γαρ την διαβολην των βωλων μελανουται η γη σκιαν ουν εικος εγκεισθαι τῳ χρυσῳ ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:18.197	εν δ' ετιθει τεμενοσ⁚	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.197	οτι τον αποτετμημενον τοπον τεμερος λεγει ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.198	εριθοι⁚	0	diple
